125,0.15:58,0.16:00,PTCLO,PTC
125,0.17:55,0.18:05,PTC,Pomona
123,0.04:34,0.04:54,Pomona,Pomona
123,0.04:54,0.05:24,Pomona,SDPR
123,0.06:21,0.07:11,9thHo,SDPR
123,0.08:23,0.09:18,9thHo,Pomona
41,0.15:00,0.15:20,Pomona,Pomona
41,0.15:20,0.15:35,Pomona,CTC
41,0.16:19,0.16:21,PTC,PTCLO
41,0.16:28,0.17:28,PTCLO,Fi9t
41,0.19:03,0.19:18,MTC,Pomona
17,0.04:35,0.04:55,Pomona,Pomona
17,0.04:55,0.05:35,Pomona,PHM
17,0.07:14,0.07:18,PHM,PHMLO
17,0.07:24,0.07:25,PHMLO,PHM
17,0.08:08,0.08:12,TeSC,VaLO
17,0.08:19,0.08:21,VaLO,TeSC
17,0.09:25,0.09:56,EMS,BeLH
17,0.11:23,0.11:27,PHM,PHMLO
17,0.11:39,0.11:40,PHMLO,PHM
17,0.12:50,0.12:52,PTC,PTCLO
107,0.12:52,0.12:54,PTCLO,PTC
107,0.14:23,0.14:27,PHM,PHMLO
107,0.14:42,0.14:43,PHMLO,PHM
107,0.15:26,0.15:28,EMS,EMSLO
107,0.15:38,0.15:40,EMSLO,EMS
107,0.16:31,0.16:35,PHM,PHMLO
107,0.17:34,0.17:35,PHMLO,PHM
107,0.19:19,0.19:23,PHM,PHMLO
107,0.19:43,0.19:44,PHMLO,PHM
107,0.20:24,0.20:26,EMS,EMSLO
107,0.20:38,0.20:40,EMSLO,EMS
107,0.21:23,0.21:27,PHM,PHMLO
107,0.21:44,0.21:45,PHMLO,PHM
107,0.22:47,0.22:57,PTC,Pomona
143,0.04:40,0.05:00,Pomona,Pomona
143,0.05:00,0.05:35,Pomona,CiGL
143,0.06:51,0.06:53,EMS,EMSLO
143,0.07:08,0.07:10,EMSLO,EMS
143,0.07:56,0.08:00,PHM,PHMLO
143,0.08:09,0.08:10,PHMLO,PHM
143,0.09:32,0.09:34,PTC,PTCLO
143,0.09:34,0.10:28,PTCLO,PTCLO
91,0.10:28,0.10:30,PTCLO,PTC
91,0.11:25,0.11:27,MTC,MTCLO
91,0.11:33,0.11:35,MTCLO,MTC
91,0.13:09,0.13:11,EMS,EMSLO
91,0.13:28,0.13:30,EMSLO,EMS
91,0.14:57,0.15:03,CiGL,CiCLO
91,0.15:56,0.16:15,CiCLO,TeSC
91,0.17:21,0.17:23,EMS,EMSLO
91,0.17:29,0.17:31,EMSLO,EMS
91,0.18:38,0.18:42,TeSC,VaLO
91,0.18:53,0.18:55,VaLO,TeSC
91,0.19:58,0.20:00,EMS,EMSLO
91,0.20:08,0.20:10,EMSLO,EMS
91,0.20:53,0.21:33,PHM,Pomona
124,0.04:40,0.05:00,Pomona,Pomona
124,0.05:00,0.05:40,Pomona,PHM
124,0.06:47,0.06:57,PTC,VaLO
